Y,Data,XAU BGNL,ECSURPUS,BDIY,CRY,DXY,JPY,GBP,Cl1,VIX,USGG30YR,GT10,USGG2YR,USGG3M,US0001M,GTDEM30Y,GTDEM10Y,GTDEM2Y,EONIA,GTITL30YR,GTITL10YR,GTITL2YR,GTJPY30YR,GTJPY10YR,GTJPY2YR,GTGBP30Y,GTGBP20Y,GTGBP2Y,LUMSTRUU,LMBITR,LUACTRUU,LF98TRUU,LG30TRUU,LP01TREU,EMUSTRUU,LF94TRUU,MXUS,MXEU,MXJP,MXBR,MXRU,MXIN,MXCN
0,6/19/2001,274.15,0.125,1387.0,181.34,119.04,122.86,1.398,27.48,22.34,5.689,5.236,3.958,3.41,3.881,5.639,5.02,4.3,4.52,6.033,5.399,4.387,2.025,1.185,0.049,4.926,5.083,5.406,1015.98,546.385,1153.96,541.92,324.877,102.812,281.705,126.847,1151.99,116.0,785.95,608.54,223.05,143.09,22.69
1,6/26/2001,276.03,0.226,1394.0,176.83,118.1,123.68,1.417,26.98,21.2,5.652,5.224,4.006,3.452,3.76,5.597,4.981,4.173,4.61,6.014,5.385,4.3,1.961,1.144,0.049,4.875,5.042,5.302,1017.71,546.97,1157.17,539.57,325.508,101.431,285.025,126.847,1155.52,114.08,806.53,642.5,222.4,142.26,23.0
1,7/3/2001,267.75,0.439,1375.0,173.71,119.35,124.39,1.406,26.24,18.92,5.719,5.38,4.235,3.658,3.86,5.702,5.127,4.314,4.72,6.106,5.52,4.425,2.275,1.283,0.089,5.028,5.211,5.471,1013.67,546.241,1151.88,538.78,322.753,101.541,280.575,127.178,1173.45,117.18,805.48,623.09,206.75,138.19,23.47
0,7/10/2001,266.85,0.532,1303.0,176.48,119.13,125.37,1.41,27.49,23.25,5.67,5.274,4.003,3.617,3.831,5.652,5.097,4.301,4.53,6.043,5.477,4.392,2.46,1.353,0.097,4.874,5.08,5.317,1018.92,547.327,1158.14,539.87,320.522,100.69,274.788,127.178,1124.52,112.26,782.1,567.5,203.2,138.29,21.8
0,7/17/2001,268.05,0.412,1213.0,174.71,118.9,124.91,1.404,25.57,22.61,5.599,5.204,4.08,3.606,3.83,5.58,5.031,4.275,4.52,5.979,5.434,4.38,2.483,1.367,0.093,4.825,5.033,5.328,1021.83,549.06,1163.83,537.65,316.202,96.625,268.919,127.178,1158.12,111.38,767.35,573.04,193.52,142.27,20.91
0,7/24/2001,270.0,0.408,1132.0,173.14,117.2,124.09,1.423,26.31,25.24,5.528,5.11,3.937,3.521,3.793,5.537,4.951,4.189,4.33,5.937,5.347,4.292,2.545,1.409,0.096,4.799,4.997,5.286,1025.91,552.04,1174.87,538.01,317.718,96.27,271.675,127.178,1116.32,109.47,739.97,592.67,188.53,138.6,20.03
0,7/31/2001,266.15,0.326,1049.0,173.86,117.18,124.99,1.425,26.35,21.62,5.522,5.054,3.797,3.524,3.76,5.462,4.88,4.134,4.52,5.843,5.271,4.231,2.428,1.333,0.112,4.719,4.927,5.168,1029.78,554.264,1180.46,545.33,317.952,98.487,266.085,129.664,1151.13,113.4,748.85,598.22,190.66,139.08,19.89
0,8/7/2001,267.45,0.243,1007.0,175.09,116.83,123.78,1.417,27.94,21.01,5.599,5.168,3.87,3.545,3.72,5.494,4.897,4.135,4.52,5.874,5.285,4.225,2.54,1.436,0.167,4.707,4.928,5.043,1028.07,554.978,1175.6,548.46,320.626,97.591,269.484,129.664,1145.71,112.95,767.59,599.43,185.24,139.05,18.68
0,8/14/2001,276.05,0.234,971.0,176.63,114.38,121.69,1.428,28.01,20.48,5.506,4.966,3.72,3.431,3.64,5.425,4.829,4.039,4.52,5.814,5.217,4.118,2.385,1.299,0.088,4.602,4.828,4.931,1032.89,558.03,1182.44,550.34,322.563,97.334,271.735,129.664,1126.82,110.33,750.16,580.93,195.57,139.17,19.31
1,8/21/2001,274.85,0.266,976.0,174.77,113.29,119.9,1.448,27.91,24.4,5.432,4.864,3.676,3.369,3.58,5.423,4.814,3.991,4.51,5.821,5.199,4.067,2.453,1.356,0.085,4.547,4.778,5.047,1034.18,560.294,1185.48,550.86,321.264,96.931,268.496,129.664,1097.61,107.8,726.43,547.9,191.6,138.41,16.99
1,8/28/2001,272.0,0.308,955.0,173.74,113.43,120.44,1.452,27.17,22.0,5.405,4.836,3.666,3.421,3.58,5.408,4.81,4.014,4.51,5.786,5.175,4.069,2.378,1.384,0.085,4.49,4.733,4.975,1037.18,561.877,1192.46,550.94,325.72,97.275,277.67,129.664,1100.62,108.21,726.88,549.74,207.48,139.35,15.93
1,9/4/2001,271.75,0.265,910.0,170.97,115.43,119.56,1.442,26.93,25.85,5.483,4.959,3.794,3.439,3.579,5.514,4.887,4.07,4.38,5.875,5.25,4.074,2.385,1.389,0.085,4.693,4.944,4.996,1035.39,562.596,1184.03,551.79,326.927,96.533,280.134,131.821,1074.32,106.57,695.1,540.8,204.83,136.1,15.46
1,9/11/2001,286.25,0.299,908.0,171.68,114.15,119.2,1.475,27.77,31.84,5.416,4.727,3.517,3.256,3.501,5.422,4.752,3.647,4.28,5.789,5.102,4.013,2.414,1.418,0.093,4.654,4.873,4.715,1040.34,563.372,1191.19,552.45,326.057,96.698,277.674,131.821,1037.9,93.25,671.72,471.02,198.02,133.85,14.31
1,9/18/2001,287.75,0.185,974.0,170.79,111.88,117.23,1.465,27.7,38.87,5.542,4.707,2.947,2.525,3.384,5.618,4.816,3.518,4.23,5.997,5.193,3.633,2.368,1.355,0.056,4.808,4.967,4.61,1045.63,563.372,1185.77,552.45,317.488,93.138,272.338,131.821,980.1,92.28,632.32,471.26,185.72,117.69,13.46
1,9/25/2001,290.35,0.092,991.0,155.65,112.21,117.74,1.469,21.81,35.81,5.568,4.7,2.848,2.402,2.644,5.62,4.839,3.491,3.12,5.962,5.194,3.555,2.38,1.384,0.076,4.872,5.022,4.551,1051.32,560.073,1187.51,523.78,311.357,90.296,268.986,131.821,962.44,89.87,623.47,440.71,168.71,112.6,14.24
1,10/2/2001,289.55,0.041,926.0,156.56,113.0,120.96,1.466,22.79,31.18,5.322,4.501,2.746,2.279,2.638,5.443,4.712,3.415,3.83,5.788,5.057,3.49,2.389,1.374,0.106,4.795,4.895,4.568,1056.17,563.211,1199.2,515.35,306.797,86.112,267.438,131.444,1000.15,93.97,656.39,437.56,169.26,118.87,14.95
1,10/9/2001,288.53,0.069,889.0,154.83,113.35,120.15,1.458,22.48,34.83,5.376,4.593,2.729,2.216,2.541,5.47,4.7,3.397,3.72,5.806,5.053,3.448,2.48,1.39,0.11,4.721,4.815,4.583,1055.88,566.301,1198.19,516.67,305.483,86.332,263.642,131.444,1003.02,96.67,639.55,432.58,166.37,118.83,15.63
0,10/16/2001,281.65,0.076,902.0,152.71,113.95,121.32,1.448,22.0,32.88,5.343,4.559,2.737,2.207,2.518,5.348,4.645,3.382,3.98,5.679,4.987,3.429,2.514,1.349,0.111,4.6,4.778,4.541,1059.88,565.89,1204.95,520.74,310.806,91.329,271.653,131.444,1042.5,98.7,662.3,466.21,182.3,126.59,14.73
1,10/23/2001,275.85,0.074,903.0,150.64,115.88,122.73,1.424,21.85,32.0,5.389,4.643,2.77,2.207,2.426,5.322,4.613,3.357,4.6,5.66,4.957,3.402,2.503,1.325,0.119,4.654,4.826,4.464,1059.4,565.783,1204.04,520.46,311.644,91.689,274.268,131.444,1031.35,101.79,674.47,482.28,188.95,129.37,15.18
1,10/30/2001,280.45,-0.012,870.0,151.88,114.41,122.04,1.455,21.87,33.46,5.205,4.41,2.448,2.013,2.343,5.106,4.404,3.122,3.77,5.439,4.739,3.181,2.519,1.329,0.114,4.396,4.583,4.167,1065.79,566.449,1213.05,525.84,311.15,92.925,268.598,131.444,1004.58,97.77,651.19,463.94,192.92,125.89,15.24
0,11/6/2001,279.35,-0.174,845.0,147.17,115.12,121.14,1.457,19.92,28.8,4.846,4.256,2.332,1.839,2.22,4.938,4.318,3.031,3.76,5.311,4.676,3.136,2.394,1.295,0.119,4.215,4.418,4.035,1068.27,570.582,1224.3,528.22,311.895,93.722,269.235,134.567,1058.2,102.7,654.95,521.89,197.79,130.96,15.66
0,11/13/2001,277.4,-0.136,851.0,154.96,116.53,121.53,1.442,21.67,26.47,4.921,4.378,2.515,1.838,2.09,4.961,4.397,3.125,3.86,5.326,4.739,3.229,2.436,1.319,0.11,4.269,4.475,3.949,1065.47,571.974,1224.08,532.05,314.632,94.147,272.472,134.567,1077.78,105.32,622.19,539.8,230.64,131.37,15.77
0,11/20/2001,273.25,-0.174,857.0,149.84,116.62,122.6,1.421,19.15,24.12,5.318,4.863,2.945,1.941,2.104,5.094,4.545,3.365,3.29,5.453,4.882,3.491,2.429,1.352,0.11,4.424,4.622,4.217,1056.58,565.181,1203.26,539.78,315.15,96.585,266.779,134.567,1083.04,105.94,652.77,529.91,211.29,137.8,16.69
0,11/27/2001,273.85,-0.123,866.0,150.88,116.89,124.11,1.416,19.48,24.0,5.333,4.919,3.023,1.879,2.108,5.239,4.705,3.624,3.28,5.565,5.029,3.675,2.486,1.394,0.128,4.481,4.695,4.487,1052.87,562.564,1203.04,543.16,317.969,96.786,270.029,134.567,1088.64,104.88,666.44,561.1,215.65,140.91,16.9
0,12/4/2001,276.15,-0.114,869.0,150.01,116.08,124.22,1.421,19.65,24.08,5.206,4.66,2.8,1.746,2.106,5.027,4.498,3.38,3.35,5.34,4.856,3.446,2.53,1.383,0.134,4.402,4.588,4.26,1062.7,564.174,1214.09,547.33,319.823,97.15,270.732,131.525,1083.63,104.68,640.43,557.06,224.8,142.73,17.12
0,12/11/2001,272.95,-0.142,873.0,145.87,116.05,126.22,1.438,18.08,25.3,5.539,5.051,2.971,1.644,1.941,5.223,4.785,3.608,3.27,5.519,5.092,3.65,2.56,1.35,0.102,4.632,4.837,4.576,1051.63,557.556,1194.42,547.55,320.189,97.544,271.115,131.525,1075.18,105.54,635.06,579.33,228.87,147.4,17.5
0,12/18/2001,280.35,-0.044,866.0,148.26,115.15,127.96,1.457,19.36,23.29,5.512,5.121,3.087,1.706,1.92,5.225,4.828,3.583,3.3,5.512,5.081,3.598,2.525,1.324,0.11,4.554,4.773,4.624,1050.22,554.742,1189.04,543.14,318.412,94.805,271.23,131.525,1081.18,104.3,626.37,573.28,221.97,144.16,16.82
0,12/25/2001,278.75,0.106,869.0,148.78,118.05,130.8,1.444,19.62,22.62,5.49,5.136,3.147,1.715,1.926,5.281,4.875,3.604,3.05,5.573,5.132,3.625,2.475,1.319,0.091,4.519,4.74,4.614,1050.08,557.182,1193.86,543.55,316.898,96.052,268.215,131.525,1082.23,105.16,630.29,576.51,229.88,140.16,16.57
0,1/1/2002,278.95,0.21,876.0,147.97,116.84,131.46,1.455,19.84,23.8,5.472,5.032,3.05,1.726,1.874,5.394,4.997,3.642,3.91,5.663,5.27,3.669,2.506,1.363,0.116,4.702,4.933,4.761,1055.14,558.071,1202.03,544.42,317.581,96.068,268.853,131.011,1084.54,107.1,651.39,597.06,237.76,140.42,16.86
0,1/8/2002,278.95,0.247,917.0,153.8,116.83,132.61,1.441,21.25,21.83,5.529,5.08,3.057,1.675,1.853,5.25,4.857,3.614,3.45,5.542,5.109,3.628,2.539,1.394,0.126,4.634,4.852,4.731,1058.84,562.739,1207.16,549.02,322.002,99.186,273.98,131.011,1098.4,106.08,654.31,608.47,270.9,149.43,17.24
0,1/15/2002,284.45,0.314,964.0,148.71,117.29,131.21,1.443,18.9,22.7,5.337,4.835,2.766,1.593,1.741,5.133,4.772,3.692,3.34,5.467,5.054,3.896,2.556,1.412,0.127,4.57,4.786,4.693,1067.36,569.212,1221.9,550.54,322.007,99.526,273.194,131.011,1085.28,104.22,622.09,560.02,260.4,145.8,15.7
1,1/22/2002,281.6,0.357,950.0,145.39,117.7,133.94,1.429,18.34,23.61,5.384,4.919,2.927,1.705,1.761,5.214,4.857,3.801,3.31,5.544,5.132,3.973,2.575,1.434,0.138,4.549,4.772,4.575,1064.74,569.919,1218.56,550.4,322.549,99.669,275.603,131.011,1059.12,103.64,620.96,563.74,279.4,146.66,15.19
1,1/29/2002,281.7,0.375,915.0,145.26,119.62,133.66,1.414,19.58,24.35,5.387,4.942,2.988,1.706,1.83,5.267,4.953,3.908,3.31,5.586,5.237,4.081,2.629,1.473,0.127,4.654,4.882,4.711,1065.53,567.233,1217.28,551.72,321.878,97.681,274.779,131.011,1041.35,104.8,616.17,541.54,267.27,144.28,15.64
0,2/5/2002,297.9,0.484,909.0,147.95,119.41,134.22,1.415,20.07,25.45,5.342,4.894,2.979,1.757,1.85,5.145,4.809,3.773,3.32,5.486,5.098,3.951,2.755,1.529,0.128,4.484,4.705,4.584,1069.58,569.713,1211.4,547.2,320.315,96.02,275.319,129.805,1030.4,102.28,582.35,556.9,253.95,144.86,15.08
0,2/12/2002,299.75,0.404,933.0,150.67,118.25,132.68,1.434,20.73,21.62,5.456,4.975,3.012,1.746,1.838,5.326,4.973,3.859,3.3,5.658,5.245,4.046,2.66,1.465,0.109,4.687,4.916,4.8,1070.32,570.522,1210.25,545.68,320.765,94.929,277.798,129.805,1047.23,102.76,613.71,544.7,262.92,151.89,15.52
0,2/19/2002,293.6,0.422,970.0,149.08,118.33,133.41,1.432,20.88,24.43,5.388,4.873,2.937,1.736,1.85,5.3,4.939,3.851,3.29,5.621,5.209,4.04,2.636,1.518,0.128,4.635,4.852,4.655,1073.59,571.515,1215.93,543.62,321.131,94.117,280.4,129.805,1023.54,101.37,603.8,572.41,245.28,156.06,15.94
0,2/26/2002,297.65,0.463,1025.0,149.45,119.82,134.63,1.415,21.41,21.68,5.425,4.927,3.029,1.767,1.85,5.344,4.97,3.876,3.22,5.665,5.242,4.04,2.649,1.55,0.135,4.723,4.934,4.641,1073.46,573.833,1217.21,540.06,320.275,90.923,282.761,129.805,1048.17,102.91,618.66,613.69,247.76,160.9,15.34
0,3/5/2002,294.55,0.47,1038.0,156.26,118.57,132.33,1.422,23.17,20.3,5.487,5.001,3.201,1.787,1.88,5.426,5.087,3.974,3.31,5.712,5.327,4.173,2.554,1.475,0.116,4.812,5.028,4.9,1072.9,572.14,1216.17,542.0,322.25,89.61,285.73,131.211,1084.75,106.84,680.16,639.16,262.55,158.51,15.85
0,3/12/2002,293.6,0.59,1059.0,163.43,117.8,128.78,1.416,24.2,19.59,5.724,5.31,3.535,1.839,1.9,5.502,5.165,4.079,3.28,5.792,5.405,4.27,2.493,1.47,0.101,4.901,5.121,4.981,1064.98,566.95,1203.51,547.18,324.147,90.052,284.789,131.211,1102.51,106.78,691.4,641.74,259.87,154.82,16.78
0,3/19/2002,293.1,0.531,1076.0,165.52,117.6,132.3,1.423,24.88,18.16,5.733,5.286,3.54,1.839,1.901,5.515,5.202,4.246,3.25,5.8,5.438,4.332,2.463,1.44,0.078,4.939,5.159,5.012,1064.48,565.3,1200.46,552.14,327.108,91.451,285.801,131.211,1106.3,108.57,702.98,651.52,277.84,155.43,16.34
0,3/26/2002,296.6,0.54,1084.0,164.85,118.14,132.76,1.427,25.36,18.13,5.756,5.343,3.63,1.828,1.9,5.551,5.239,4.32,3.26,5.836,5.478,4.41,2.464,1.421,0.065,4.989,5.215,5.104,1065.87,563.014,1200.32,552.54,326.63,91.678,284.506,131.211,1075.91,107.34,669.56,629.6,270.42,151.56,15.75
0,4/2/2002,306.1,0.693,1081.0,172.06,117.92,133.41,1.436,27.71,19.16,5.762,5.341,3.613,1.808,1.879,5.612,5.252,4.314,3.39,5.896,5.499,4.411,2.465,1.381,0.05,5.01,5.225,5.105,1067.91,563.371,1201.98,553.73,327.767,92.27,285.269,131.551,1073.02,108.07,674.23,635.96,275.17,153.37,16.13
0,4/9/2002,298.95,0.58,1091.0,164.1,117.56,131.01,1.435,25.82,19.47,5.669,5.202,3.43,1.706,1.86,5.551,5.177,4.165,3.3,5.842,5.425,4.293,2.415,1.39,0.049,4.97,5.172,4.955,1075.06,568.388,1209.76,555.07,328.33,92.14,286.916,131.551,1053.82,105.77,672.06,637.23,282.36,151.92,16.13
1,4/16/2002,299.25,0.565,1103.0,161.32,117.37,131.23,1.439,24.75,18.11,5.663,5.192,3.379,1.736,1.86,5.554,5.184,4.186,3.28,5.841,5.429,4.296,2.348,1.375,0.044,4.975,5.177,4.939,1078.57,570.876,1214.97,558.31,330.938,93.589,289.532,131.551,1061.98,107.76,678.61,649.79,291.78,150.53,16.14
1,4/23/2002,303.8,0.422,1064.0,166.11,116.57,130.13,1.449,26.62,20.28,5.661,5.163,3.321,1.721,1.85,5.58,5.19,4.134,3.27,5.863,5.428,4.228,2.404,1.413,0.044,5.016,5.213,4.898,1081.33,571.635,1214.52,559.93,331.643,93.634,289.182,131.551,1035.02,105.95,696.65,633.45,301.49,149.12,16.66
1,4/30/2002,308.15,0.37,1027.0,166.64,115.19,128.57,1.458,27.29,21.91,5.592,5.087,3.22,1.762,1.841,5.5,5.122,4.07,3.3,5.788,5.364,4.147,2.393,1.369,0.043,4.975,5.153,4.803,1085.8,574.341,1212.66,562.2,331.82,93.373,287.232,135.401,1012.51,104.13,682.78,617.65,306.51,146.72,16.88
0,5/7/2002,311.45,0.326,1018.0,163.54,113.92,128.02,1.467,26.63,21.94,5.534,5.056,3.112,1.741,1.84,5.466,5.102,4.082,3.3,5.757,5.348,4.162,2.394,1.353,0.039,4.943,5.12,4.805,1087.82,575.373,1213.78,561.72,331.35,93.04,285.883,135.401,984.9,101.5,678.7,583.32,292.1,149.99,17.38
0,5/14/2002,307.6,0.272,1041.0,170.7,115.09,128.62,1.449,29.36,19.35,5.743,5.278,3.35,1.762,1.84,5.585,5.254,4.316,3.3,5.875,5.494,4.384,2.412,1.359,0.05,5.06,5.242,4.911,1082.39,571.991,1204.7,561.1,330.265,93.395,284.812,135.401,1032.21,104.39,678.41,557.93,314.35,150.22,17.22
0,5/21/2002,316.85,0.231,1031.0,165.79,112.8,123.89,1.458,27.33,20.05,5.663,5.15,3.224,1.741,1.84,5.514,5.18,4.252,3.27,5.781,5.405,4.317,2.347,1.388,0.05,5.056,5.224,4.933,1089.91,573.757,1215.52,557.79,329.798,92.243,285.777,135.401,1016.24,102.83,703.66,581.58,327.69,140.48,17.73
1,5/28/2002,325.15,0.249,1040.0,164.53,112.1,124.42,1.461,25.27,20.31,5.664,5.13,3.239,1.751,1.84,5.497,5.169,4.257,3.35,5.764,5.399,4.313,2.312,1.394,0.06,5.075,5.237,4.878,1090.87,576.005,1221.89,559.31,330.486,92.255,285.295,135.401,1011.44,100.69,711.77,574.4,314.37,138.61,17.47
1,6/4/2002,329.05,0.332,1042.0,165.89,111.09,123.77,1.464,25.33,23.89,5.624,5.028,3.135,1.752,1.844,5.48,5.127,4.202,3.36,5.749,5.354,4.257,2.344,1.394,0.07,5.073,5.237,4.887,1094.4,578.794,1232.23,559.57,329.533,91.616,282.847,138.344,978.13,96.99,699.12,564.29,304.56,139.13,16.98
1,6/11/2002,318.55,0.361,991.0,161.36,110.68,125.42,1.472,24.12,24.45,5.551,4.975,3.044,1.731,1.84,5.485,5.125,4.159,3.33,5.747,5.346,4.201,2.313,1.365,0.07,5.044,5.203,4.85,1095.46,579.939,1232.99,555.95,326.579,91.783,278.383,138.344,949.95,95.88,688.13,529.84,317.29,146.66,17.14
1,6/18/2002,319.2,0.2,981.0,164.33,110.2,124.42,1.491,25.43,24.24,5.46,4.835,2.867,1.721,1.84,5.337,4.984,4.038,3.31,5.601,5.218,4.076,2.302,1.363,0.065,4.838,4.991,4.734,1100.47,583.095,1238.91,550.62,324.108,91.546,278.081,138.344,973.59,92.83,651.07,506.4,292.63,143.81,16.58
1,6/25/2002,319.43,0.389,1000.0,168.04,107.57,121.8,1.502,26.32,27.84,5.457,4.819,2.83,1.721,1.84,5.289,4.977,4.011,3.58,5.548,5.217,4.043,2.199,1.304,0.06,4.808,4.967,4.737,1101.27,583.364,1237.13,546.24,318.427,91.295,268.126,138.344,913.64,88.93,633.14,451.67,271.58,140.59,16.4
1,7/2/2002,313.65,0.518,1004.0,170.5,106.8,120.16,1.531,26.77,28.96,5.436,4.727,2.761,1.711,1.839,5.273,4.925,3.877,3.49,5.543,5.17,3.904,2.204,1.324,0.059,4.791,4.944,4.653,1106.1,584.312,1231.97,517.67,307.646,86.643,266.832,143.716,885.51,88.39,642.46,448.16,277.95,142.69,16.27
1,7/9/2002,316.25,0.48,1006.0,169.43,105.65,118.02,1.546,26.09,30.22,5.414,4.727,2.695,1.721,1.84,5.351,5.006,4.008,3.32,5.613,5.247,3.968,2.174,1.313,0.05,4.901,5.059,4.658,1108.45,585.324,1235.69,517.52,307.961,86.883,268.124,143.716,889.45,89.63,656.18,450.14,297.35,145.05,16.84
1,7/16/2002,317.05,0.446,998.0,173.04,104.49,115.97,1.57,27.75,36.65,5.448,4.682,2.61,1.721,1.839,5.223,4.868,3.827,3.3,5.47,5.099,3.799,2.074,1.265,0.05,4.716,4.877,4.344,1108.3,589.259,1230.91,512.74,307.181,85.475,271.039,143.716,845.63,79.41,614.17,442.87,281.72,139.17,16.38
1,7/23/2002,313.75,0.361,972.0,169.01,106.66,117.17,1.565,26.31,44.92,5.276,4.408,2.236,1.69,1.839,5.162,4.812,3.76,3.23,5.415,5.047,3.733,2.08,1.294,0.049,4.724,4.885,4.284,1116.67,591.556,1240.98,510.27,305.036,85.961,268.975,143.716,749.02,74.35,616.93,404.17,267.45,137.54,15.61
1,7/30/2002,304.88,0.321,965.0,169.45,106.8,120.01,1.572,27.36,31.92,5.396,4.587,2.419,1.701,1.81,5.231,4.795,3.69,3.3,5.497,5.046,3.673,2.172,1.34,0.039,4.754,4.899,4.154,1111.16,591.047,1222.02,498.26,294.367,86.327,254.801,143.716,849.65,80.79,603.55,343.55,253.65,129.35,15.38
1,8/6/2002,305.35,0.087,971.0,168.33,108.69,121.06,1.535,27.17,42.03,5.229,4.333,2.04,1.639,1.789,5.08,4.618,3.459,3.3,5.336,4.856,3.467,2.164,1.295,0.03,4.624,4.749,3.941,1117.26,592.882,1226.25,497.54,295.739,83.905,260.975,144.784,808.28,78.71,580.16,365.45,240.73,130.52,14.64
1,8/13/2002,314.9,0.074,999.0,172.73,107.11,118.96,1.532,27.9,35.82,4.966,4.087,1.964,1.608,1.78,4.954,4.499,3.431,3.29,5.227,4.74,3.434,2.155,1.286,0.029,4.46,4.597,3.921,1124.71,596.184,1240.44,496.51,295.597,83.735,260.666,144.784,831.76,80.82,592.64,363.19,255.5,131.18,15.33
1,8/20/2002,309.35,0.0,1014.0,175.3,107.31,118.83,1.528,30.11,29.59,4.967,4.149,2.068,1.608,1.805,4.988,4.559,3.565,3.28,5.252,4.795,3.535,2.193,1.259,0.025,4.452,4.61,4.014,1122.8,596.211,1247.22,493.16,296.342,81.571,267.216,144.784,882.15,82.63,587.04,368.1,269.28,132.83,15.89
1,8/27/2002,312.98,0.019,1025.0,177.65,106.77,118.07,1.533,28.83,30.11,5.06,4.283,2.225,1.67,1.811,5.071,4.653,3.625,3.29,5.334,4.886,3.594,2.109,1.214,0.015,4.52,4.679,4.013,1122.05,596.554,1248.19,500.28,301.536,82.621,272.554,144.784,879.23,84.68,599.02,404.81,274.21,133.05,15.6
1,9/3/2002,313.95,0.038,1044.0,174.78,105.57,117.28,1.562,27.79,39.97,4.81,3.965,1.98,1.628,1.82,4.89,4.429,3.348,3.34,5.172,4.658,3.325,1.995,1.176,0.02,4.294,4.449,3.759,1126.57,601.112,1265.84,509.86,306.767,83.772,273.977,148.956,824.28,76.35,560.73,394.66,255.38,135.43,15.02
1,9/10/2002,318.4,0.074,1126.0,183.93,107.52,120.03,1.553,29.73,35.08,4.839,3.996,2.109,1.67,1.813,4.936,4.463,3.37,3.28,5.217,4.689,3.327,1.823,1.07,0.019,4.39,4.527,3.861,1126.56,604.385,1265.4,511.52,307.51,84.353,275.794,148.956,853.42,79.64,566.75,395.47,266.87,133.94,15.12
1,9/17/2002,317.1,0.05,1194.0,182.73,108.33,122.54,1.538,29.08,38.01,4.727,3.819,1.993,1.68,1.82,4.853,4.367,3.236,3.29,5.131,4.595,3.227,1.812,1.055,0.025,4.324,4.466,3.815,1131.08,606.824,1277.81,514.41,307.853,85.231,273.682,148.956,818.77,76.04,579.37,372.83,261.45,134.56,14.72
1,9/24/2002,327.85,-0.065,1255.0,183.67,107.52,123.34,1.558,30.77,40.52,4.629,3.646,1.876,1.639,1.814,4.827,4.281,3.102,3.36,5.106,4.582,3.098,2.054,1.274,0.045,4.294,4.418,3.523,1131.51,611.344,1277.83,509.67,303.639,84.897,268.904,148.956,766.88,68.8,567.44,323.68,258.97,130.29,14.13
1,10/1/2002,320.95,-0.048,1371.0,184.11,107.07,122.65,1.57,30.83,34.12,4.746,3.717,1.779,1.578,1.811,4.907,4.301,3.083,3.31,5.172,4.608,3.042,1.914,1.129,0.04,4.346,4.469,3.489,1131.36,611.075,1276.37,502.7,300.406,82.401,269.096,152.804,793.77,70.73,560.54,303.28,257.53,128.49,14.05
1,10/8/2002,318.55,-0.137,1348.0,182.31,108.07,124.34,1.554,29.48,41.02,4.696,3.635,1.778,1.598,1.8,4.876,4.303,3.015,3.29,5.138,4.596,3.003,2.018,1.159,0.039,4.343,4.471,3.581,1133.0,611.074,1264.72,498.67,299.884,82.303,272.356,152.804,746.62,68.33,534.22,305.58,271.17,129.11,13.8
1,10/15/2002,312.95,-0.187,1335.0,186.44,107.78,124.61,1.551,29.72,34.02,4.968,3.995,1.99,1.649,1.805,5.108,4.565,3.29,3.29,5.367,4.847,3.226,2.048,1.058,0.039,4.52,4.658,3.857,1130.73,606.121,1246.01,491.08,296.133,80.797,270.5,152.804,825.99,76.1,544.27,280.5,268.74,130.6,14.14
1,10/22/2002,313.25,-0.045,1369.0,181.31,107.94,124.91,1.548,27.92,34.09,5.154,4.26,2.181,1.68,1.828,5.184,4.645,3.289,3.29,5.44,4.913,3.2,2.004,1.079,0.04,4.611,4.749,4.097,1127.23,592.037,1235.91,491.14,297.968,81.398,275.466,152.804,834.45,76.39,534.72,301.55,274.09,129.1,14.41
0,10/29/2002,317.8,-0.079,1403.0,179.17,107.07,122.64,1.558,26.86,32.27,5.012,3.94,1.758,1.496,1.8,5.085,4.498,3.12,3.29,5.345,4.764,3.031,1.913,1.034,0.039,4.49,4.623,3.818,1135.63,599.339,1259.46,495.32,301.362,81.986,278.825,152.804,826.08,73.36,534.83,326.72,267.07,126.48,14.43
0,11/5/2002,318.55,-0.18,1435.0,178.95,105.87,121.78,1.564,26.14,31.23,5.077,4.072,1.811,1.414,1.653,5.192,4.613,3.155,3.3,5.439,4.865,3.092,1.797,0.956,0.035,4.602,4.731,3.918,1135.0,599.894,1263.69,501.05,307.226,85.74,284.015,150.068,859.92,78.08,549.59,351.83,271.47,130.8,14.33
0,11/12/2002,322.45,-0.175,1445.0,176.8,104.58,119.61,1.588,25.9,30.58,4.798,3.85,1.775,1.21,1.38,5.03,4.39,3.0,3.29,5.27,4.65,2.96,1.714,0.954,0.04,4.42,4.54,3.89,1138.17,606.563,1281.14,506.58,310.199,86.057,285.439,150.068,828.41,75.59,519.71,351.7,274.9,129.78,14.29
0,11/19/2002,318.95,-0.163,1446.0,179.65,105.67,122.16,1.583,26.42,27.41,4.85,3.979,1.87,1.21,1.388,5.06,4.44,3.04,3.29,5.3,4.68,2.98,1.793,0.983,0.038,4.49,4.61,3.98,1138.44,603.619,1289.19,515.02,316.12,88.772,291.054,150.068,841.04,77.06,511.53,354.46,273.38,134.59,14.58
0,11/26/2002,317.75,-0.217,1489.0,181.25,106.53,121.75,1.55,26.4,25.97,4.937,4.067,1.934,1.22,1.38,5.06,4.49,3.05,3.49,5.27,4.71,3.0,1.749,0.974,0.049,4.54,4.65,4.04,1136.77,600.511,1287.67,519.13,317.389,89.706,291.26,150.068,857.18,77.56,538.29,354.12,272.94,140.57,14.71
